,title,description,publishedAt,videoId,liveBroadcastContent
165,Transmissão ao vivo da minha #GoPro,,2023-06-25T23:10:11Z,lV8ANCjpe5I,none
166,Raul Sá conta história da Colgate e Deus  | Entrevistando Longe #3,siga ele no Instagram @arvores.justice.,2020-08-15T23:54:08Z,DzchgAFHe34,none
167,"RV #26 Brasília, DF - Explorando a cidade e pontos turísticos!","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-10-05T01:29:55Z,u1EKERDfNZE,none
168,Pirenópolis - Cachoeira das Araras e Renascer,,2020-10-01T04:15:29Z,7sWfy5T3u3k,none
169,VamosLonge.tv - 24h de aventura,Powered by Restream https://restream.io Aqui temos ação e aventura 24 horas.,2023-03-23T14:19:41Z,ZXLHGP3qzlo,none
170,Pirenópolis - Pico dos Pireneus - Brasília,,2020-10-04T16:57:38Z,IWm4H9JPLQU,none
171,"RV #53 Hohenau, Paraguai - A fuga do Paraguai, inferno na oficina",em 26:09:2022.,2023-01-23T21:00:09Z,HgisbZZcvro,none
172,América Latina #3 Chegada na Fronteira: Foz do Iguaçu,,2022-09-19T00:54:37Z,VHnz7gZrYbA,none
173,América Latina #6 casino no Paraguai,,2022-09-24T05:58:14Z,PPjL17y8F-A,none
174,"Rafael meu anjo, me ajudou a evitar prisão na Argentina",,2020-08-09T15:38:44Z,HYaHJT8BOeM,none
175,Anna carioca viajante inspira mulheres  | Entrevistando Longe #5,,2020-08-17T03:16:16Z,uhEZs8NbUmE,none
176,Transmissão ao vivo da minha #GoPro,,2023-06-25T22:09:12Z,hMC9nVLX1Jo,none
177,"RV #45 Copacabana, RJ - A Noite Louca Carioca","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2022-05-17T18:29:36Z,ZLJwMNBA5Q8,none
178,"De Salvador a Morro de São Paulo, de moto",vlog do vamos longe.,2022-04-30T22:16:09Z,ZEI4FsIUqpw,none
179,"RV #43 Búzios, RJ - Estourou o motor e humilhado em restaurante chique!","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2022-05-02T14:34:34Z,42GxNq0AmbE,none
180,Origem do Canal: De São Paulo a Curitiba,,2020-09-03T00:01:14Z,IPcCOU3YZuQ,none
181,Dúvidas Viajadas: Raspa cabelo? peguei covid? Próximo destino? (São Miguel do Oeste),,2020-08-09T15:17:04Z,88B9QfVnzdA,none
182,"Rolê de Moto em Goiânia, Tornado 250","quarta troca de hotel, churrasqueira pesada.",2020-09-24T05:21:21Z,Omw87x6wSuM,none
183,De Cruz Alta a São Miguel do Oeste de Tornado 250,,2020-08-09T12:13:24Z,AL-uyOAXXKs,none
184,Manos e Manos,,2020-06-14T11:25:30Z,QALMRwtoLqw,none
185,"RV #58 São Fracisco do Sul, SC - Quase morri surfando... de novo",25:10:2022 #vamoslonge #nomadedigital #turismo.,2023-02-04T21:00:10Z,h58SNfgFjjo,none
186,Especial Jalapão,Primeiro especial do vamos longe.,2020-10-25T07:45:03Z,pwlrWTwM_1I,none
187,"Live - Recordando Cananéia, SP 2020",,2023-03-02T04:01:13Z,smUcfu69YfY,none
188,Floripa 10 - Surf na Mole,,2020-06-28T05:48:25Z,igujPpuynSI,none
189,Socorro! Carro quebrou no Paraguai e fomos abusados!,"Viajando pelo Paraguai com destino Argentina, pelo canal do YouTube Instagram @vamoslonge, indo a Buenos Aires, tivemos a ...",2022-09-24T15:49:42Z,nQAHNIG5XJY,none
190,Cavalos falantes bruuurruruuuruu #standup #piada #divertido #engracado #zueira #shorts,,2022-09-14T21:07:15Z,pDEuNNiRPQI,none
191,"RV #44 Arraial do Cabo RJ - Rolê insado com a galera do Hostel, barco, buggie e festas.","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2022-05-04T15:34:43Z,p-0BgkURdJ0,none
192,Teste de conexão backup de 2 celular,"Para transmitir ao vivo pelo protocolo RTMP sem queda, usando 2 chips em 2 celulares com hotspot.",2022-06-03T23:33:21Z,CcBalqbAay0,none
193,Campo Grande - Moto Tombou,"precisei subir de novo, com as imagens da oficina no fim Campo Grande não me deixou ir, veja no Relatos Viajados 19 porque ...",2020-09-08T18:48:38Z,wiaDnz7WtVY,none
194,VamosLonge.tv - 24h de aventura,Powered by Restream https://restream.io Aqui temos ação e aventura 24 horas.,2023-03-23T14:19:41Z,ZXLHGP3qzlo,none
195,Brasília - Pontos Turísticos,,2020-10-05T04:56:58Z,lxJSMoPxBuw,none
196,"RV #27 Alto Paraíso de Goiás, GO - Caçando ETs e aventuras","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-10-25T05:32:33Z,-pcNUir-oUo,none
197,plantando surf!!! #shorts,,2022-06-02T16:35:59Z,Y_X6AxyU4jw,none
198,"RV #1 Itajaí, SC - Perrengues na Estrada  de Moto por Santa Catarina","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-06-13T03:37:29Z,C6pTkwmeUYk,none
199,Adrenalive #0,,2022-05-30T14:43:25Z,-AylmJ7TEb0,none
200,"RV #53 Hohenau, Paraguai - A fuga do Paraguai, inferno na oficina",em 26:09:2022.,2023-01-23T21:00:09Z,HgisbZZcvro,none
201,"Japa da Band fala de sua carreira, Cataratas de Foz  | Entrevistando Longe #3",,2020-08-05T20:42:20Z,chMfyPnGHXA,none
202,"Live - Recordando Itapetininga, SP 2020","Capítulo 2, chegada em Itapetininga e semente do vamoslonge #moto #vamoslonge #nomadedigital #turismo #viagemdemoto ...",2023-02-03T01:58:29Z,TFrwdATGBaA,none
203,Origem do Canal: De São Paulo a Curitiba,,2020-09-03T00:01:14Z,IPcCOU3YZuQ,none
204,"Live - Recordando São Paulo, SP 2019","minha vida em São Paulo antes de viajar pelo Brasil e América Latina, não tinha ideia que ia existir vamoslonge #vamoslonge ...",2023-01-25T02:53:16Z,pwlYurxevto,none
205,Shorts previa do teaser viajando o Brasil e Uruguai de moto #motochileros #motomochil,previa do teaser da primeira temporada viajando o Brasil e Uruguai de moto #motochileros #motomochileros #motonomade ...,2023-03-16T18:55:24Z,k9LoYWzVpmg,none
206,RV #5 Porto Alegre RS - Explorando Rio Grande do Sul,"Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-07-20T05:29:50Z,lp0FWi4HESc,none
207,América Latina #5 Carro quebrou no Paraguai,,2022-09-24T00:34:55Z,oICr99_febA,none
208,América Latina #4 Foz do Iguaçu,,2022-09-20T03:31:31Z,9N7QRwIJf9E,none
209,"RV #20 Chapadão do Céu, GO - O que eu encontrei aqui?","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-09-11T03:36:11Z,gjYyWFSKRjk,none
210,CWB imports e refúgio do montanhista,Presente do meu novo amigo Caio.,2020-06-06T02:54:08Z,zpVPY6TvlP4,none
211,"Shorts Cananéia, SP",Cap #3 Cananéia São Paulo 23/05/2020 #CapCut #motochileros #motomochileros #motonomade #comosernomadadigital ...,2023-02-03T23:57:41Z,hIi45-71lA4,none
212,Curitiba - Joinville,,2020-06-07T00:30:35Z,4gKCamzqcqg,none
213,Adrenalive Pedal - História da minha bike 2/6,,2023-09-25T05:00:27Z,RzjKjCatMBY,none
214,Transmissão ao vivo da minha #GoPro,,2023-07-12T21:12:08Z,K71WCTEVbU0,none
215,"Standup Trip Sorocaba, SP - Aula Experimental na Oficina da Comédia 7/9",,2023-09-26T22:00:02Z,3lDc1B1C6m8,none
216,"Standup Trip Sorocaba, SP - Aula Experimental na Oficina da Comédia 1/9",,2023-09-26T17:32:56Z,YGBLLxR0lgo,none
217,"Standup Trip Sorocaba, SP - Aula Experimental na Oficina da Comédia 4/9",,2023-09-26T19:00:12Z,Pcf6R8p9_SY,none
218,"Standup Trip Sorocaba, SP - Aula Experimental na Oficina da Comédia 6/9",,2023-09-26T21:00:35Z,rxSURGdox5Q,none
219,Adrenalive - Mototerapia Ficou filé a reforma! 5/5,,2023-09-23T23:30:41Z,IAjuUpQtl4s,none
220,Adrenalive Pedal - História da minha bike 4/6,,2023-09-25T07:00:09Z,OviFngbE37A,none
221,rugido e não sei o que #zueira #piada #humor #divertido,,2022-09-14T21:07:03Z,T6ZwiDPDLNU,none
222,Wesley sobre aquário de Balneário Camboriú | Entrevistando Longe #2,"Como Jacaré, Tartarugas e Peixes convivem.",2020-06-16T01:13:24Z,IuvexG7pJf8,none
223,Shorts fato #shorts,fato.,2022-12-30T04:41:01Z,MQ9F-fG2JlU,none
224,Shorts calma em 2024 ##FelizAnoNovo #piada #piada #piada,calma em 2024 ##FelizAnoNovo #piada #piada #piada.,2023-01-01T02:52:08Z,sGyaPnR6wgE,none
225,"RV #19 Campo Grande, MS - Os Mistérios da cidade","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-09-07T14:55:06Z,rIw_RbVuT00,none
226,América Latina #3 Chegada na Fronteira: Foz do Iguaçu,,2022-09-19T00:54:37Z,VHnz7gZrYbA,none
227,"Hospedagem particular em Curitiba, chegando","Descobrindo Curitiba conhecendo as pessoas, primeiras impressões.",2020-06-02T17:18:11Z,qfvH-ZTByIg,none
228,"RV #28 Jalapão, TO - A travessia de moto foi o maior sufoco da minha vida","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-10-20T18:52:44Z,ixMeTtTAziE,none
229,Manos e Manos,,2020-06-14T11:25:30Z,QALMRwtoLqw,none
230,"RV #24 Pirenópolis, GO - Pirando nas cachoeiras","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-09-21T15:59:21Z,HLX45bshHG0,none
231,"RV #3 Florianópolis, SC - Histórias Malucas (atrasado)","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-07-09T06:00:19Z,jXwSssF0Zpw,none
232,Lorete energiza Yasmin,Bombinhas SC.,2020-06-16T01:14:30Z,uVi_EbneDOU,none
233,"RV #42 Rio das Ostras, RJ - A vida longe de Casa","Rv 42 minha segurança não tenho nada, banheiro privada casa, aceitar riscos, Motor, frio, carioca, banho gelado, tomada não ...",2022-04-16T21:21:59Z,P0gKyBDNxtw,none
234,"Role em Bonito, Tornado 250",,2020-08-24T16:34:05Z,YE8GHzV796U,none
235,"RV #23 Goiânia, GO - Descubra se Goiânia tem 7 mulheres pra cada homem?","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-09-18T05:54:48Z,EIjk32M1MMY,none
236,Shorts provando a cerveja de baixa caloria michelobe ultra #piada #comédia #humor #michelob #fit,provando a cerveja de baixa caloria michelobe ultra #piada #comédia #humor #rir #michelob #fit.,2023-01-01T23:51:32Z,JhzKagqt77E,none
237,Adrenalive Dutra - Aparecida até Taubaté de moto ao vivo,"Para transmitir ao vivo pelo protocolo RTMP sem queda, usando 2 chips em 2 celulares com hotspot.",2022-06-06T20:37:25Z,dyfUKJ8T-IM,none
238,Deus colocou gasolina no meu tanque? Como?,,2020-08-13T22:15:33Z,qZHWrzBfEaE,none
239,Lorete energiza Francisco,Bombinhas SC.,2020-06-16T01:14:29Z,sr-514zn2-E,none
240,Adrenalive 1.1,,2022-05-30T15:18:43Z,T839WtThUWI,none
241,Pirenópolis - Cachoeira das Araras e Renascer,,2020-10-01T04:15:29Z,7sWfy5T3u3k,none
242,"RV #54 Buenos Aires, Argetina - Saída Atrapalhada do Paraguai, Tivemos que Pagar Propina",em 05:10:2022.,2023-01-25T21:00:09Z,gnO8ZJD5wDU,none
243,"RV #44 Arraial do Cabo RJ - Rolê insado com a galera do Hostel, barco, buggie e festas.","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2022-05-04T15:34:43Z,p-0BgkURdJ0,none
244,Shorts provando a cerveja de baixa caloria michelobe ultra #piada #comédia #humor #michelob #fit,provando a cerveja de baixa caloria michelobe ultra #piada #comédia #humor #rir #michelob #fit.,2023-01-01T23:51:32Z,JhzKagqt77E,none
245,"RV #54.5 Bueinos Aires, Argetina - Cobertura das manifestações em apoio a Fernandez e Cristina","Perto do hotel onde estava fiz essa cobertura!!! Argetina saúda Lula, mandam um abraço para o carismático presidente Lula!",2022-10-05T22:03:58Z,5IoBS522E0A,none
246,"RV #12 Bonito, MS - Conhecendo as belezas naturais da região","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-08-14T21:41:37Z,6Ic9ok5shbw,none
247,"RV #58 São Fracisco do Sul, SC - Quase morri surfando... de novo",25:10:2022 #vamoslonge #nomadedigital #turismo.,2023-02-04T21:00:10Z,h58SNfgFjjo,none
248,"RV #51 Foz do Iguaçu, PR - Partiu América Latina de Carro e já Perdi a Carteira","RV #51 Nova viagem para América Latina de carro, T02, Perdi a Carteira chegando em Foz 19/09/2022.",2022-11-12T03:00:10Z,TY9WLweB4wo,none
249,Adrenalive Ubatuba 4 - 2/6/22 20:00,,2022-06-02T23:22:07Z,bFOzUmxbJTc,none
250,Adrenalive no ar - role de moto ao vivo!,Venha comigo na moto.,2022-06-10T17:14:03Z,Ys5oPxmsO7s,none
251,Shorts passando a virada sozinho #vibedodia #FelizAnoNovo,passando a virada sozinho #vibedodia #FelizAnoNovo.,2023-01-01T01:50:58Z,ESKt2WFrnZk,none
252,Adrenalive 1.3,,2022-05-31T09:27:05Z,uOdImdqL0Y8,none
253,Anna carioca viajante inspira mulheres  | Entrevistando Longe #5,,2020-08-17T03:16:16Z,uhEZs8NbUmE,none
254,"RV #17 Campo Grande, MS - As loucuras bêbado na cidade fechada na pandemia",,2020-09-01T17:42:36Z,JJm36SeH4O0,none
255,"RV #46 Copacana, Rio - Troquei soco com um bêbado no bar e me diverti muito",RV 46 - Ipanema RJ RV soco na cara roubaram minha mochila e devolveram vôo asa delta Encontrei 5 pessoas que faz ...,2022-05-17T06:26:06Z,N_OUCyUsj7w,none
256,"RV #30 Chapada Diamantina, BA - Fui Barrado, mas que falta de respeito!","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-10-26T03:37:21Z,6vOw5sRXry4,none
257,Shorts muito chocolate esse ano #humor #comédia #piada,muito chocolate esse ano #humor #comédia #piada.,2023-01-01T01:50:26Z,_NCLVMdZcpI,none
258,Teste de conexão backup de 2 celular,"Para transmitir ao vivo pelo protocolo RTMP sem queda, usando 2 chips em 2 celulares com hotspot.",2022-06-03T23:33:21Z,CcBalqbAay0,none
259,RV #41 Jacaraípe ES - Visitei a linda Lagoa Azul,"Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2022-04-16T21:11:53Z,DEzzExchlww,none
260,"Rolê de Moto em Goiânia, Tornado 250","quarta troca de hotel, churrasqueira pesada.",2020-09-24T05:21:21Z,Omw87x6wSuM,none
261,"Francisco Investiga - O Mistério do Parque Redenção, em Porto Alegre","Airton Francisco, bancário aposentado, explicou, ao final do vídeo o motivo, porém a câmera me traiu e bateria acabou,assim deu ...",2020-07-07T03:09:07Z,ZxKyCapwPMo,none
262,Shorts um bebê é importante? #reflexao #pensamentos #shorts,um bebê é importante? #reflexao #pensamentos.,2022-12-30T17:20:18Z,BZroQUwsGuI,none
263,"RV #55 Buenos Aires, Argentina - O misterioso furto do relógio",Live especial 07:10:2022.,2023-01-29T21:00:09Z,9sH5xw4bZ8M,none
264,Raul Sá conta história da Colgate e Deus  | Entrevistando Longe #3,siga ele no Instagram @arvores.justice.,2020-08-15T23:54:08Z,DzchgAFHe34,none
265,"RV #48 Ubatuba, SP - Um dia de frio e bebedeira em Petrópolis","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2022-06-02T09:20:49Z,2bNumNtm_M8,none
266,Transmissão ao vivo da minha #GoPro,,2023-06-25T23:10:11Z,lV8ANCjpe5I,none
267,"Live Recordando Ubatuba, SP 2019 - Primeira viagem de moto, de Itapetininga para Ubatuba",,2023-01-02T02:00:09Z,mqnqGwZIEMc,none
268,"De Salvador a Morro de São Paulo, de moto",vlog do vamos longe.,2022-04-30T22:16:09Z,ZEI4FsIUqpw,none
269,"Extra - Minutos antes de quase ser preso na Argentina, fuga",,2020-08-09T15:36:21Z,rT97kTb33Go,none
270,"RV #9 São Miguel do Oeste, SC - Tinder da Frustração (Sorte na Estrada / Azar no Amor)","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-08-10T18:36:43Z,Fgq4QR3PEc4,none
271,"RV #32 Salvador, BA - Turismo, o que eu conheci aqui?","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-11-02T23:50:43Z,gIS-vprTmgk,none
272,"RV #13 Bonito, MS - Me mandaram arranjar um emprego!","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-08-17T15:17:17Z,iyTrEmRlmMY,none
273,Vamoslonge visita Escadaria Selarón e conta um pouco da história #shorts,,2022-06-01T14:23:59Z,zxSF8hXWISY,none
274,"RV #22 Goiânia, GO - Ressacas e perrengues","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-09-14T02:49:47Z,y8a5OpzbbYI,none
275,Goiânia - Bares e Vida Noturna,,2020-09-24T06:28:04Z,5hIMvAgNH44,none
276,"Adrenalive - Mototerapia Itapetininga, moto e conversa",,2023-08-01T20:46:22Z,yidb8fn0-Ts,none
277,"RV #47 Santa Teresa, RJ - O Rio secreto e boêmio da Lapa",Mar de gente bêbada Onde voltei a beber em 2019 após 5 anos e 8 meses pessoas gostam de se gabar Escadaria selarion ...,2022-05-25T12:20:30Z,IYho6ZvttSE,none
278,Joinville - São Francisco do Sul - SC,SFS. Homenagem a Joyce.,2020-06-08T15:56:25Z,A4qEegeE1EE,none
279,Live with Restream,Powered by Restream https://restream.io/ Test.,2022-01-22T15:12:09Z,wbGDYj_xkkY,none
280,"RV #33 Morro de São Paulo, BA - Uma semana de loucura","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-11-12T20:17:41Z,aqdgcT_SWxU,none
281,A ressaca não perdoa,2 de junho de 2022.,2022-06-02T21:28:52Z,2w99_2HA_rg,none
282,Qual sua desculpa para não fazer esportes?,2 de junho de 2022.,2022-06-02T21:43:27Z,qMs_26a3ta4,none
283,Extra - Explicando quase preso na Argentina,,2020-08-16T18:54:19Z,iHXqH_74wDY,none
284,"Cobertura dos protesto de Curitiba, praça do centro",Estréia do canal de cobertura jornalística. Dia que fui desligado do Tanamesa.,2020-06-02T02:08:47Z,iAvH6YUMQl0,none
285,Live with Restream,Test.,2022-06-03T22:35:50Z,RIWEzRCbmpY,none
286,Transmissão ao vivo da minha #GoPro,,2023-06-25T22:09:12Z,hMC9nVLX1Jo,none
287,"RV #11 Dourados, MS - Parado pela PF na chegada em Mato Grosso do Sul","Série de vídeos onde eu relato os perrengues, histórias engraçadas, dificuldades e tudo que um viajante viajado passa de moto ...",2020-08-14T20:09:22Z,6Ss8momHXpE,none
288,"RV #52 Encarnación, Paraguai - Motor Fundiu no Paraguai e noite no Cassino em 22/09/2022",,2022-12-26T12:00:10Z,sE77uA3lwcM,none
289,"Campo Grande - Mercadão, Feira Indígena, Shopping do Ipês",,2020-09-04T16:26:08Z,EI1JQH-pxFo,none
290,"Campo Grande - Lago do Amor, Feira Central, Monumentos",,2020-08-29T02:49:03Z,oF_fIL7WS04,none
291,Campo Grande - Bares e Vida Noturna,Crajubar e Galos Festas e Conveniência. Assista Relatos Viajados 19 Campo Grande onde conto a história Tirado pelo dono do ...,2020-09-09T03:27:15Z,UL_QiTehfP4,none
292,"RV #34 Itacaré, BA - Por que eu parei nessa cidade?","Chegada em Itacaré, vídeo postado com 10 meses de atraso! Montei o Coworking Hostel em Itacaré, com base na minha ...",2021-08-03T02:27:25Z,d_nXPcqZrbg,none
293,"RV #34 Itacaré, BA - Por que eu parei nessa cidade?","Chegada em Itacaré, vídeo postado com 10 meses de atraso! Montei o Coworking Hostel em Itacaré, com base na minha ...",2021-08-03T02:27:25Z,d_nXPcqZrbg,none
294,Pirenópolis - Cachoeira do Abade,,2020-10-04T14:30:42Z,V_nB2Gn9IzY,none
295,Cachoeira das Loquinhas -Alto Paraíso de Goiás,,2020-10-18T04:46:30Z,t9jg9J_2gUg,none
296,"De Mateiros a Barreiras, chegada na Bahia",,2022-04-14T16:46:46Z,ehloWxKaKc8,none
297,"RV #16 Bonito, MS - O que aconteceu depois que tomei muita vodka?",,2020-08-31T14:36:25Z,jA4nfJH3PRA,none
